GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Measure_Name	Data_Period_Business_Key	Estimated_Value	Unit_of_Measure_Code	Population (2017)
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-01	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-02	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-03	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-04	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-05	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-06	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-07	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-08	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-09	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-10	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-11	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-12	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-13	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-14	0.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-15	1.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-16	1.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-17	3.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-18	4.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-19	4.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-20	4.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-21	8.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-22	9.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-23	11.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-24	11.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-25	13.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-26	13.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-27	15.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-28	15.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-29	16.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-04-30	17.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-01	18.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-02	19.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-03	19.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-04	20.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-05	21.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-06	21.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-07	21.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-08	22.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-09	23.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-10	23.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-11	23.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-12	23.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-13	25.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-14	27.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-15	28.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-16	28.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-17	28.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-18	28.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-19	30.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-20	30.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-21	32.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-22	32.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-23	32.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-24	32.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-25	33.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-26	34.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-27	36.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-28	36.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-29	38.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-30	39.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-05-31	39.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-01	39.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-02	40.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-03	40.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-04	40.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-05	40.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-06	40.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-07	40.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-08	41.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-09	42.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-10	42.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-11	42.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-12	41.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-13	41.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-14	42.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-15	43.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-16	43.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-17	43.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-18	43.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-19	43.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-20	44.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-21	44.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-22	44.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-23	44.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-24	44.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-25	44.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-26	46.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-27	46.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-28	47.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-29	47.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-06-30	47.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-01	48.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-02	49.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-03	49.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-04	49.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-05	49.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-06	49.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-07	52.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-08	58.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-09	61.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-10	61.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-11	66.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-12	71.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-13	74.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-14	76.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-15	83.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-16	86.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-17	89.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-18	89.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-19	89.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-20	93.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-21	99.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-22	99.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-23	99.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-24	104.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-25	105.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-26	108.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-27	108.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-28	115.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-29	116.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-30	126.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-07-31	128.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-01	132.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-02	133.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-03	133.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-04	134.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-05	137.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-06	152.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-07	164.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-08	168.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-09	170.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-10	170.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-11	175.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-12	178.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-13	179.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-14	181.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-15	182.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-16	182.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-17	185.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-18	187.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-19	187.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-20	188.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-21	188.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-22	188.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-23	188.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-24	193.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-25	196.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-26	197.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-27	198.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-28	199.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-29	199.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-30	199.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-08-31	201.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-01	202.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-02	202.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-03	203.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-04	210.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-05	210.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-06	210.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-07	210.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-08	212.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-09	213.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-10	213.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-11	213.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-12	213.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-13	213.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-14	220.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-15	220.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-16	221.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-17	223.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-18	227.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-19	228.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-20	228.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-21	235.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-22	236.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-23	240.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-24	240.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-25	243.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-26	243.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-27	243.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-28	243.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-29	244.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-09-30	258.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-01	259.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-02	259.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-03	259.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-04	259.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-05	259.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-06	260.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-07	260.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-08	260.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-09	260.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-10	260.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-11	260.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-12	262.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-13	264.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-14	264.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-15	261.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-16	261.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-17	261.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV02	COVID-19 Confirmed Deaths		2020-10-18	261.0	Count	1071706.0000000002
