GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Measure_Name	Data_Period_Business_Key	Estimated_Value	Unit_of_Measure_Code	Population (2017)
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-31	10913.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-01	11037.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-02	11113.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-03	11305.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-04	11364.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-05	11492.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-06	11711.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-07	11848.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-08	11983.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-09	12028.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-10	12121.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-11	12239.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-12	12360.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-13	12452.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-14	12561.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-15	12645.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-16	12714.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-17	12829.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-18	12919.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-19	13104.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-20	13313.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-21	13362.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-22	13522.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-23	13719.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-24	13992.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-25	14097.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-26	14378.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-27	14618.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-28	14703.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-29	14902.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-30	14950.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-31	15173.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-01	15330.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-02	15451.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-03	15555.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-04	15716.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-05	15742.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-06	15742.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-07	15819.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-08	16031.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-09	16075.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-10	16189.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-11	16334.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-12	16396.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-13	16396.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-14	16577.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-15	16655.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-16	16764.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-17	16872.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-18	16915.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-19	16939.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-20	16939.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-21	17141.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-22	17172.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-23	17310.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-24	17563.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-25	17654.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-26	17654.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-27	17654.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-28	17863.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-29	17870.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-30	18040.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-01	18125.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-02	18290.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-03	18290.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-04	18290.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-05	18603.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-06	18603.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-07	18921.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-08	19056.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-09	19187.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-10	19187.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-11	19187.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-12	19432.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-13	19528.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-14	19634.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-15	19772.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-16	19881.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-17	19881.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-18	19881.0	Count	1071706.0000000002
37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-19	20149.0	Count	1071706.0000000002
