Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,totpop,wa,ba,ia,aa,na,tom
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",8521,6968,424,782,41,17,289
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",63385,48340,12891,259,859,30,1006
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",71906,55308,13315,1041,900,47,1295
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",16630,13562,846,1518,77,44,583
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",134530,101918,28073,549,1849,56,2085
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",151160,115480,28919,2067,1926,100,2668
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",8161,6646,420,738,38,26,293
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",71237,53613,15206,296,999,26,1097
est72010,"July 1, 2010",female,Female,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",79398,60259,15626,1034,1037,52,1390
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",8558,6998,426,785,39,18,292
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",63484,48397,12905,260,869,32,1021
est72010,"July 1, 2010",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",72042,55395,13331,1045,908,50,1313
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",16719,13644,846,1523,77,44,585
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",134721,102010,28111,556,1868,58,2118
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",151440,115654,28957,2079,1945,102,2703
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",8391,6850,434,753,44,24,286
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",71661,53828,15347,303,1032,27,1124
est72011,"July 1, 2011",female,Female,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",80052,60678,15781,1056,1076,51,1410
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",8728,7159,422,794,39,17,297
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",63916,48598,13042,261,902,32,1081
est72011,"July 1, 2011",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",72644,55757,13464,1055,941,49,1378
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",17119,14009,856,1547,83,41,583
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",135577,102426,28389,564,1934,59,2205
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",152696,116435,29245,2111,2017,100,2788
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",8620,7008,456,761,58,26,311
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",71834,53758,15501,309,1079,26,1161
est72012,"July 1, 2012",female,Female,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",80454,60766,15957,1070,1137,52,1472
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",8966,7318,456,798,52,25,317
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",63862,48399,13167,263,911,32,1090
est72012,"July 1, 2012",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",72828,55717,13623,1061,963,57,1407
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",17586,14326,912,1559,110,51,628
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",135696,102157,28668,572,1990,58,2251
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",153282,116483,29580,2131,2100,109,2879
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",8877,7200,497,777,76,27,300
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",71917,53638,15625,311,1109,26,1208
est72013,"July 1, 2013",female,Female,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",80794,60838,16122,1088,1185,53,1508
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",9237,7546,479,787,69,30,326
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",64168,48464,13296,266,976,33,1133
est72013,"July 1, 2013",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",73405,56010,13775,1053,1045,63,1459
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",18114,14746,976,1564,145,57,626
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",136085,102102,28921,577,2085,59,2341
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",154199,116848,29897,2141,2230,116,2967
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",9092,7356,526,784,81,28,317
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",72327,53664,15918,315,1151,27,1252
est72014,"July 1, 2014",female,Female,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",81419,61020,16444,1099,1232,55,1569
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",9440,7640,541,810,70,30,349
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",64566,48635,13428,262,1032,32,1177
est72014,"July 1, 2014",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",74006,56275,13969,1072,1102,62,1526
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",18532,14996,1067,1594,151,58,666
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",136893,102299,29346,577,2183,59,2429
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",155425,117295,30413,2171,2334,117,3095
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",9425,7617,558,792,95,30,333
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",73013,53752,16371,326,1190,27,1347
est72015,"July 1, 2015",female,Female,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",82438,61369,16929,1118,1285,57,1680
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",9688,7854,553,817,81,31,352
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",64974,48707,13683,268,1071,32,1213
est72015,"July 1, 2015",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",74662,56561,14236,1085,1152,63,1565
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",19113,15471,1111,1609,176,61,685
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",137987,102459,30054,594,2261,59,2560
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",157100,117930,31165,2203,2437,120,3245
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",9738,7860,568,808,108,33,361
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",74477,54702,16769,338,1245,30,1393
est72016,"July 1, 2016",female,Female,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",84215,62562,17337,1146,1353,63,1754
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",10066,8154,591,832,95,33,361
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",66111,49330,14003,273,1163,35,1307
est72016,"July 1, 2016",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",76177,57484,14594,1105,1258,68,1668
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",19804,16014,1159,1640,203,66,722
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",140588,104032,30772,611,2408,65,2700
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",160392,120046,31931,2251,2611,131,3422
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",10110,8172,571,825,109,36,397
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",75716,55204,17368,351,1320,32,1441
est72017,"July 1, 2017",female,Female,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",85826,63376,17939,1176,1429,68,1838
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",10467,8482,613,854,98,32,388
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",67236,49698,14602,284,1246,36,1370
est72017,"July 1, 2017",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",77703,58180,15215,1138,1344,68,1758
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",20577,16654,1184,1679,207,68,785
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",142952,104902,31970,635,2566,68,2811
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",163529,121556,33154,2314,2773,136,3596
est72018,"July 1, 2018",female,Female,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",10620,8643,618,841,103,35,380
est72018,"July 1, 2018",female,Female,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",76879,55531,18067,352,1418,33,1478
est72018,"July 1, 2018",female,Female,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",87499,64174,18685,1193,1521,68,1858
est72018,"July 1, 2018",male,Male,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",10879,8858,630,876,95,32,388
est72018,"July 1, 2018",male,Male,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",68058,49953,15044,304,1323,38,1396
est72018,"July 1, 2018",male,Male,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",78937,58811,15674,1180,1418,70,1784
est72018,"July 1, 2018",totsex,Both Sexes,hisp,Hispanic,0500000US37001,37001,"Alamance County, North Carolina",21499,17501,1248,1717,198,67,768
est72018,"July 1, 2018",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37001,37001,"Alamance County, North Carolina",144937,105484,33111,656,2741,71,2874
est72018,"July 1, 2018",totsex,Both Sexes,tothisp,Total,0500000US37001,37001,"Alamance County, North Carolina",166436,122985,34359,2373,2939,138,3642
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",752,691,19,26,5,1,10
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17622,16402,801,30,173,7,209
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18374,17093,820,56,178,8,219
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",849,768,33,36,1,0,11
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17975,16288,1238,54,186,4,205
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18824,17056,1271,90,187,4,216
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1601,1459,52,62,6,1,21
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35597,32690,2039,84,359,11,414
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",37198,34149,2091,146,365,12,435
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",748,687,19,26,5,1,10
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17618,16398,801,30,173,7,209
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18366,17085,820,56,178,8,219
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",851,770,33,36,1,0,11
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17968,16281,1238,54,186,4,205
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18819,17051,1271,90,187,4,216
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1599,1457,52,62,6,1,21
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35586,32679,2039,84,359,11,414
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",37185,34136,2091,146,365,12,435
est72010,"July 1, 2010",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",749,689,18,26,4,1,11
est72010,"July 1, 2010",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17645,16427,792,32,172,8,214
est72010,"July 1, 2010",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18394,17116,810,58,176,9,225
est72010,"July 1, 2010",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",854,772,35,35,1,0,11
est72010,"July 1, 2010",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17987,16300,1240,53,186,4,204
est72010,"July 1, 2010",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18841,17072,1275,88,187,4,215
est72010,"July 1, 2010",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1603,1461,53,61,5,1,22
est72010,"July 1, 2010",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35632,32727,2032,85,358,12,418
est72010,"July 1, 2010",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",37235,34188,2085,146,363,13,440
est72011,"July 1, 2011",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",778,712,19,28,3,1,15
est72011,"July 1, 2011",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17420,16242,749,35,168,9,217
est72011,"July 1, 2011",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18198,16954,768,63,171,10,232
est72011,"July 1, 2011",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",862,777,38,32,1,0,14
est72011,"July 1, 2011",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17968,16297,1209,56,191,4,211
est72011,"July 1, 2011",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18830,17074,1247,88,192,4,225
est72011,"July 1, 2011",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1640,1489,57,60,4,1,29
est72011,"July 1, 2011",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35388,32539,1958,91,359,13,428
est72011,"July 1, 2011",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",37028,34028,2015,151,363,14,457
est72012,"July 1, 2012",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",762,695,19,29,4,1,14
est72012,"July 1, 2012",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17409,16181,784,39,178,9,218
est72012,"July 1, 2012",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18171,16876,803,68,182,10,232
est72012,"July 1, 2012",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",831,741,38,33,4,0,15
est72012,"July 1, 2012",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17923,16212,1249,48,189,4,221
est72012,"July 1, 2012",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18754,16953,1287,81,193,4,236
est72012,"July 1, 2012",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1593,1436,57,62,8,1,29
est72012,"July 1, 2012",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35332,32393,2033,87,367,13,439
est72012,"July 1, 2012",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",36925,33829,2090,149,375,14,468
est72013,"July 1, 2013",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",755,684,22,29,4,1,15
est72013,"July 1, 2013",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17438,16180,785,45,184,9,235
est72013,"July 1, 2013",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18193,16864,807,74,188,10,250
est72013,"July 1, 2013",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",869,764,47,38,4,0,16
est72013,"July 1, 2013",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17954,16209,1286,49,186,4,220
est72013,"July 1, 2013",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18823,16973,1333,87,190,4,236
est72013,"July 1, 2013",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1624,1448,69,67,8,1,31
est72013,"July 1, 2013",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35392,32389,2071,94,370,13,455
est72013,"July 1, 2013",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",37016,33837,2140,161,378,14,486
est72014,"July 1, 2014",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",778,699,21,32,4,2,20
est72014,"July 1, 2014",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17366,16099,772,46,200,9,240
est72014,"July 1, 2014",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18144,16798,793,78,204,11,260
est72014,"July 1, 2014",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",888,772,49,43,7,0,17
est72014,"July 1, 2014",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17960,16172,1310,52,192,4,230
est72014,"July 1, 2014",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18848,16944,1359,95,199,4,247
est72014,"July 1, 2014",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1666,1471,70,75,11,2,37
est72014,"July 1, 2014",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35326,32271,2082,98,392,13,470
est72014,"July 1, 2014",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",36992,33742,2152,173,403,15,507
est72015,"July 1, 2015",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",795,706,22,36,7,1,23
est72015,"July 1, 2015",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17340,16057,770,45,192,9,267
est72015,"July 1, 2015",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18135,16763,792,81,199,10,290
est72015,"July 1, 2015",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",897,783,43,50,7,0,14
est72015,"July 1, 2015",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17928,16121,1324,54,185,4,240
est72015,"July 1, 2015",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18825,16904,1367,104,192,4,254
est72015,"July 1, 2015",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1692,1489,65,86,14,1,37
est72015,"July 1, 2015",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35268,32178,2094,99,377,13,507
est72015,"July 1, 2015",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",36960,33667,2159,185,391,14,544
est72016,"July 1, 2016",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",806,711,23,42,7,1,22
est72016,"July 1, 2016",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17418,16105,771,49,198,9,286
est72016,"July 1, 2016",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18224,16816,794,91,205,10,308
est72016,"July 1, 2016",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",904,789,41,50,8,2,14
est72016,"July 1, 2016",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",18014,16129,1380,56,197,4,248
est72016,"July 1, 2016",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18918,16918,1421,106,205,6,262
est72016,"July 1, 2016",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1710,1500,64,92,15,3,36
est72016,"July 1, 2016",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35432,32234,2151,105,395,13,534
est72016,"July 1, 2016",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",37142,33734,2215,197,410,16,570
est72017,"July 1, 2017",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",819,724,25,42,7,1,20
est72017,"July 1, 2017",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17401,16106,755,53,196,10,281
est72017,"July 1, 2017",female,Female,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18220,16830,780,95,203,11,301
est72017,"July 1, 2017",male,Male,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",925,802,44,51,8,2,18
est72017,"July 1, 2017",male,Male,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",18001,16100,1401,54,179,4,263
est72017,"July 1, 2017",male,Male,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",18926,16902,1445,105,187,6,281
est72017,"July 1, 2017",totsex,Both Sexes,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",1744,1526,69,93,15,3,38
est72017,"July 1, 2017",totsex,Both Sexes,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",35402,32206,2156,107,375,14,544
est72017,"July 1, 2017",totsex,Both Sexes,tothisp,Total,0500000US37003,37003,"Alexander County, North Carolina",37146,33732,2225,200,390,17,582
est72018,"July 1, 2018",female,Female,hisp,Hispanic,0500000US37003,37003,"Alexander County, North Carolina",859,754,27,46,7,1,24
est72018,"July 1, 2018",female,Female,nhisp,Not Hispanic,0500000US37003,37003,"Alexander County, North Carolina",17486,16191,750,50,192,10,293
